Date,Location,Minimum Temperature,Maximum Temperature,Evaporation,Sunshine
2011-12-02,Sydney,14.1,21.1,8,8.2
2011-12-03,Sydney,13.9,22.2,6.8,11.3
2011-12-04,Sydney,15.6,21.1,7.2,3.9
2011-12-05,Sydney,11.8,19,7.6,4.5
2011-12-06,Sydney,12.6,19.1,2.8,0.5
2011-12-07,Sydney,12.1,22,4,3.2
2011-12-08,Sydney,16.2,22.3,3.2,0.2
2011-12-09,Sydney,16.7,23.9,3.4,10.9
2011-12-10,Sydney,17.7,23.5,5.8,3.1
2011-12-11,Sydney,18.3,25.6,3.8,6.5
2011-12-12,Sydney,17.5,19.3,0.01,0.01
2011-12-13,Sydney,16.4,23.4,2,6.8
2011-12-14,Sydney,15.2,22.2,8,10.5
2011-12-15,Sydney,15.5,22.6,7.8,12.2
2011-12-16,Sydney,14.7,21.6,7.2,6.8
2011-12-17,Sydney,17,21.7,5.4,10.7
2011-12-18,Sydney,15.8,23.2,7.6,3.1
2011-12-19,Sydney,18.6,22.8,7,1.7
2011-12-20,Sydney,18.4,24.3,2.2,6.6
2011-12-21,Sydney,18.7,25,6.8,5.5
2011-12-22,Sydney,19.2,22.9,4.6,2.1
2011-12-23,Sydney,18.7,25,3,5.4
2011-12-24,Sydney,19.7,26.2,2.6,10.9
2011-12-25,Sydney,19.1,26.6,7.2,12.7
2011-12-26,Sydney,20,26.8,9,4.7
2011-12-27,Sydney,19.1,23.7,6.8,4.7
2011-12-28,Sydney,18.3,24.4,7.2,12.5
2011-12-29,Sydney,17.5,25,7,10.8
2011-12-30,Sydney,17.1,25.1,8.8,11.7
2011-12-31,Sydney,16.9,23.6,7,5.8
2012-01-01,Sydney,16,25.3,5.6,13.1
2012-01-02,Sydney,18.1,26.5,10.2,13.2
2012-01-03,Sydney,20.6,26.8,7.2,12.6
2012-01-04,Sydney,20.7,29.4,13.4,8.4
2012-01-05,Sydney,20,24.8,9,3.9
2012-01-06,Sydney,18.5,22.4,6.6,3.4
2012-01-07,Sydney,15.1,24.8,7.2,12.7
2012-01-08,Sydney,20,26.4,8.8,1
2012-01-09,Sydney,20.8,27.5,3,12.5
2012-01-10,Sydney,19.4,29.8,9,7.4
2012-01-11,Sydney,19.7,27.6,8.6,10.9
2012-01-12,Sydney,13.9,23.2,13.2,13.4
2012-01-13,Sydney,14.7,25,7.8,11.3
2012-01-14,Sydney,18.4,23.4,9.4,0.2
2012-01-15,Sydney,17.3,22.9,11,1.2
2012-01-16,Sydney,17.5,24.3,3.4,9.5
2012-01-17,Sydney,18.7,26.1,6,12.3
2012-01-18,Sydney,20,26.9,7.2,9.4
2012-01-19,Sydney,21.5,27,7.8,0.01
2012-01-20,Sydney,20.7,25.7,7,7.2
2012-01-21,Sydney,21.8,24.8,4.8,3
2012-01-22,Sydney,19.7,26.6,4.6,8.7
2012-01-23,Sydney,19.6,24.5,9.8,7
2012-01-24,Sydney,20.5,23.7,7.6,0.2
2012-01-25,Sydney,20.7,24.5,2.4,0.01
2012-01-26,Sydney,20.8,26.9,7.8,3.3
2012-01-27,Sydney,21.8,25.3,2.8,2.5
2012-01-28,Sydney,21.6,26.6,6.2,3.5
2012-01-29,Sydney,22,27.3,6.6,6.4
2012-01-30,Sydney,21.7,33.2,8.8,9.4
2012-01-31,Sydney,25.3,28.8,11.2,2.4
2012-02-01,Sydney,18.4,21.9,5.6,0.01
2012-02-02,Sydney,18.5,20.2,2.8,0.01
2012-02-03,Sydney,16.7,21,1.4,0.01
2012-02-04,Sydney,17,25.9,0.2,10.7
2012-02-05,Sydney,18.2,26.8,6.6,13
2012-02-06,Sydney,20.4,24.8,8.8,7.5
2012-02-07,Sydney,19.4,24,5.6,0.6
2012-02-08,Sydney,19.2,24.5,4,0.4
2012-02-09,Sydney,18.9,25.8,2.8,8
2012-02-10,Sydney,19.9,25.7,5.8,4.4
2012-02-11,Sydney,19.6,25.3,6.8,7.9
2012-02-12,Sydney,16.6,25.8,0.01,8.7
2012-02-13,Sydney,18.6,25.4,4.8,9.1
2012-02-14,Sydney,19.2,24.8,4,7.2
2012-02-15,Sydney,19.1,25.3,5,10.8
2012-02-16,Sydney,18.5,26.7,7.4,11.3
2012-02-17,Sydney,19,27.4,8.6,7.6
2012-02-18,Sydney,19.4,27.5,6.4,8.5
2012-02-19,Sydney,19.9,27.1,6.6,9.6
2012-02-20,Sydney,19.5,28.2,12.6,8.6
2012-02-21,Sydney,19.6,25.7,4.2,9.8
2012-02-22,Sydney,17.3,26.5,7,10.7
2012-02-23,Sydney,18.2,26.9,5.6,12.2
2012-02-24,Sydney,20.6,27.5,7.6,12
2012-02-25,Sydney,18.9,26.6,8,11.3
2012-02-26,Sydney,21.9,26.8,7.6,0.9
2012-02-27,Sydney,21.9,28,5,6.1
2012-02-28,Sydney,23.5,33.4,7.4,4.3
2012-02-29,Sydney,20.2,22,4.8,0.01
2012-03-01,Sydney,20.1,29.5,1.6,2.1
2012-03-02,Sydney,18.6,20.9,4.6,0.01
2012-03-03,Sydney,18,22.6,2.8,0.01
2012-03-04,Sydney,18.9,27.3,2,7
2012-03-05,Sydney,20,27.4,5.8,11
2012-03-06,Sydney,19.5,24.7,8.4,9.4
2012-03-07,Sydney,17.1,23.3,6.6,7.8
2012-03-08,Sydney,15,21.2,0.01,2.3
2012-03-09,Sydney,14.9,28.4,1.2,10.7
2012-03-10,Sydney,17,26.5,5,10.8
2012-03-11,Sydney,17.5,24,6.4,10.9
2012-03-12,Sydney,19.9,24,6.8,2.3
2012-03-13,Sydney,16.8,25.6,4,11.1
2012-03-14,Sydney,18.1,25.2,6.8,7.5
2012-03-15,Sydney,20.2,26.2,4.6,8.5
2012-03-16,Sydney,20.1,28,7.8,10.3
2012-03-17,Sydney,18.6,20.2,7.4,0.2
2012-03-18,Sydney,17.1,23,3.8,7.2
2012-03-19,Sydney,17.6,24.4,6,5.2
2012-03-20,Sydney,18.9,24.7,3.6,5.6
2012-03-21,Sydney,18.9,25.1,5.6,7
2012-03-22,Sydney,18.3,20,4.8,0.01
2012-03-23,Sydney,17.6,26.3,1.4,10.9
2012-03-24,Sydney,13.9,25.2,6.6,11.1
2012-03-25,Sydney,14.5,23.2,7.8,5.7
2012-03-26,Sydney,16.2,23,3.4,9.7
2012-03-27,Sydney,17.7,24.6,5.6,7.6
2012-03-28,Sydney,19.4,22.5,5.6,0.4
2012-03-29,Sydney,17.5,26.5,3.4,10.2
2012-03-30,Sydney,16.7,24.8,4,7.2
2012-03-31,Sydney,16.1,27,3.4,10.7
2012-04-01,Sydney,16.2,25.4,5.6,8.1
2012-04-02,Sydney,17.6,26.7,3.8,10.6
2012-04-03,Sydney,16.8,26.5,3,8.6
2012-04-04,Sydney,18.6,25.7,6,10.8
2012-04-05,Sydney,19,25.6,3.2,10.4
2012-04-06,Sydney,17.6,25.1,6.6,10.3
2012-04-07,Sydney,18.2,28.3,8,9.2
2012-04-08,Sydney,20.1,24.3,8,0.5
2012-04-09,Sydney,14.1,24.8,3.8,10.7
2012-04-10,Sydney,10.1,19.1,7,10.2
2012-04-11,Sydney,10.4,20.2,6,6.1
2012-04-12,Sydney,13,22.8,2.8,10.1
2012-04-13,Sydney,12.4,24.7,3.8,11
2012-04-14,Sydney,14.7,24.4,4.8,7.9
2012-04-15,Sydney,17,25.4,3.8,4.6
2012-04-16,Sydney,15.9,25.8,0.01,7.8
2012-04-17,Sydney,17.3,21.4,5,0.01
2012-04-18,Sydney,17.2,21.1,3.2,0.2
2012-04-19,Sydney,17.5,23.8,0.01,3.3
2012-04-20,Sydney,17.4,25.1,1,8.5
2012-04-21,Sydney,18.2,24.9,4,5.6
2012-04-22,Sydney,16.5,23.8,2.2,0.01
2012-04-23,Sydney,17.6,19.5,1.6,0.1
2012-04-24,Sydney,15.6,25.3,1,7.6
2012-04-25,Sydney,10.8,19.9,4,10.2
2012-04-26,Sydney,13.5,21.5,5.8,6.6
2012-04-27,Sydney,12.9,22.8,3.4,10.3
2012-04-28,Sydney,13.8,24.2,2.4,5.2
2012-04-29,Sydney,13.1,19.1,3,6.6
2012-04-30,Sydney,10.9,20.2,5.4,3.5
2012-05-01,Sydney,12.7,22.1,2.4,9.5
2012-05-02,Sydney,12.4,22.3,3.6,9
2012-05-03,Sydney,15.2,23.3,3,10.3
2012-05-04,Sydney,11.5,22.4,5,10.3
2012-05-05,Sydney,11.8,20.9,3,6.8
2012-05-06,Sydney,10.8,21.3,4.2,10.3
2012-05-07,Sydney,11.2,18.5,3,0.7
2012-05-08,Sydney,10.8,23.3,1.2,10.2
2012-05-09,Sydney,12,27.1,3,10.2
2012-05-10,Sydney,14.1,29.1,3.8,10.2
2012-05-11,Sydney,14.3,24.9,4,5.2
2012-05-12,Sydney,13.8,20.7,2.6,6.8
2012-05-13,Sydney,9.9,18.1,5.4,10.1
2012-05-14,Sydney,9.1,18.6,4.6,10.1
2012-05-15,Sydney,8.5,20.2,3.2,9.9
2012-05-16,Sydney,9.8,21.1,3.8,9.5
2012-05-17,Sydney,10,21.6,2,9.5
2012-05-18,Sydney,10.5,23.1,1.8,9.7
2012-05-19,Sydney,10.4,21.1,3.8,9
2012-05-20,Sydney,10.4,16.4,3,0.4
2012-05-21,Sydney,12.2,20.9,0.4,8.5
2012-05-22,Sydney,9.8,20.9,3,10
2012-05-23,Sydney,10.3,23,4,10.1
2012-05-24,Sydney,9.6,17.1,4,2.4
2012-05-25,Sydney,12.2,18.6,1,4.3
2012-05-26,Sydney,10.4,17.5,6,7.8
2012-05-27,Sydney,10,19.3,3.4,9.2
2012-05-28,Sydney,9.1,18.9,2.6,9.3
2012-05-29,Sydney,11.3,18.1,3,2.2
2012-05-30,Sydney,10.4,18.5,1,6.6
2012-05-31,Sydney,11.9,20.1,3.2,2
2012-06-01,Sydney,11.6,18.8,1,1.2
2012-06-02,Sydney,12.8,16.8,0.6,0.01
2012-06-03,Sydney,14,15.3,1.6,0.01
2012-06-04,Sydney,12.8,20.6,0.2,8.1
2012-06-05,Sydney,9,16.1,4.2,4
2012-06-06,Sydney,10.4,16,2.6,5
2012-06-07,Sydney,9.1,17.7,1.6,9.1
2012-06-08,Sydney,6.4,18,2.6,9.6
2012-06-09,Sydney,6.6,18.3,2,9.5
2012-06-10,Sydney,8.3,14.2,0.2,0.2
2012-06-11,Sydney,9.9,16.1,4.2,0.01
2012-06-12,Sydney,11.7,19.3,2.4,5.7
2012-06-13,Sydney,10.7,15.4,1.6,1.5
2012-06-14,Sydney,11.2,19.4,1.2,5.6
2012-06-15,Sydney,11.4,20.9,1.6,3.5
2012-06-16,Sydney,11.7,13.9,1.8,0.01
2012-06-17,Sydney,10.1,18.5,0.8,9.7
2012-06-18,Sydney,9.8,19.8,3.4,9.6
2012-06-19,Sydney,8.6,19.2,2.2,9.7
2012-06-20,Sydney,7.3,18.1,4.4,9.6
2012-06-21,Sydney,8.4,18.7,2.6,1.4
2012-06-22,Sydney,10.7,17.2,5,1.2
2012-06-23,Sydney,8,17,2,9.6
2012-06-24,Sydney,6.9,18.3,3.2,9.8
2012-06-25,Sydney,6.5,19.4,2.2,9.8
2012-06-26,Sydney,8.6,13.7,2,0.01
2012-06-27,Sydney,9.7,17.6,2,5.7
2012-06-28,Sydney,9,18.5,1,4.6
2012-06-29,Sydney,10.4,19,2.4,6.7
2012-06-30,Sydney,10.1,20,2,7.3
2012-07-01,Sydney,9.9,16.1,3,5.9
2012-07-02,Sydney,7.5,16.8,3.8,9.6
2012-07-03,Sydney,7.7,16.8,2.8,9.5
2012-07-04,Sydney,7.2,16.2,3.6,6.4
2012-07-05,Sydney,8.7,14.9,2.6,4.5
2012-07-06,Sydney,9.6,16,1.8,5.8
2012-07-07,Sydney,8.7,15.1,2.4,0.7
2012-07-08,Sydney,9.1,18,0.8,8.1
2012-07-09,Sydney,8.3,17,1.2,9.6
2012-07-10,Sydney,8.4,18,1.8,2.4
2012-07-11,Sydney,10.2,20.6,3.4,8.6
2012-07-12,Sydney,11.6,17.3,3,0.2
2012-07-13,Sydney,12.9,22.9,0.4,6.3
2012-07-14,Sydney,11.1,20.2,3.2,9.5
2012-07-15,Sydney,9,18.2,5,10
2012-07-16,Sydney,9.4,20.3,2.6,9.9
2012-07-17,Sydney,8.1,21,3.6,9.7
2012-07-18,Sydney,9.3,20.7,3.2,7.9
2012-07-19,Sydney,8.7,15.4,3.6,5.4
2012-07-20,Sydney,5.8,17.3,2.8,9.8
2012-07-21,Sydney,8.1,14.9,2,1.4
2012-07-22,Sydney,9.7,16.9,3.6,6.8
2012-07-23,Sydney,9.5,18.3,3.4,0.01
2012-07-24,Sydney,10.4,14,2.4,0.6
2012-07-25,Sydney,8.7,19.6,0.2,6.5
2012-07-26,Sydney,10,19.5,3.8,3.9
2012-07-27,Sydney,8.7,17.4,2.4,10
2012-07-28,Sydney,7.8,19.4,4,9.7
2012-07-29,Sydney,8.4,16.2,1.6,7.1
2012-07-30,Sydney,7.3,15.9,4,10
2012-07-31,Sydney,7.5,16.1,3,6.3
2012-08-01,Sydney,7,16.2,2.4,8.3
2012-08-02,Sydney,6.5,17.4,4.2,9.6
2012-08-03,Sydney,6.8,18.5,3.6,7.7
2012-08-04,Sydney,7.2,20.8,2.4,10.2
2012-08-05,Sydney,9.3,21.6,1.6,7.7
2012-08-06,Sydney,11.6,19.4,7.2,10.2
2012-08-07,Sydney,6.8,18.6,3.2,10.2
2012-08-08,Sydney,5.6,22.5,3.6,10.6
2012-08-09,Sydney,9.5,19.8,3.4,6.6
2012-08-10,Sydney,7.6,14.9,5,3.8
2012-08-11,Sydney,9.8,15.6,5.9,1.5
2012-08-12,Sydney,11.1,15.1,4.2,4.4
2012-08-13,Sydney,9.6,18.8,3,8.1
2012-08-14,Sydney,7.4,18.6,2.8,6.3
2012-08-15,Sydney,10.2,22.2,4.6,6
2012-08-16,Sydney,11.7,20.6,2,9.2
2012-08-17,Sydney,11.1,22.2,5.8,8.3
2012-08-18,Sydney,9.6,18.1,6.6,10.4
2012-08-19,Sydney,9.7,20.1,6,10
2012-08-20,Sydney,7.5,17.8,3.2,10.7
2012-08-21,Sydney,8.7,22.2,2.6,9.2
2012-08-22,Sydney,10.6,24.7,3.8,9.1
2012-08-23,Sydney,16.1,29.2,6.4,6.9
2012-08-24,Sydney,12.4,19.3,7.8,11
2012-08-25,Sydney,10.7,20.7,6.4,10.7
2012-08-26,Sydney,8.3,20.9,4.4,10
2012-08-27,Sydney,7.9,19.5,3.8,10.5
2012-08-28,Sydney,9,18.5,4,9.7
2012-08-29,Sydney,9.4,22.5,4.2,7.2
2012-08-30,Sydney,12,22.1,5,9.5
2012-08-31,Sydney,9.7,18.4,6.2,7.6
2012-09-01,Sydney,5.5,17.6,5,9.6
2012-09-02,Sydney,7.2,20.7,3.8,11.2
2012-09-03,Sydney,7.5,22.8,3.4,10.8
2012-09-04,Sydney,9.7,24.4,4,9.9
2012-09-05,Sydney,11.1,28.3,5.2,10.6
2012-09-06,Sydney,18.4,27.9,13.4,10.7
2012-09-07,Sydney,16.4,21.7,10.8,8.7
2012-09-08,Sydney,11.3,21,6.6,10.8
2012-09-09,Sydney,11.6,21.7,5.2,11
2012-09-10,Sydney,9.5,21.2,5.2,10.9
2012-09-11,Sydney,12.6,21.8,5.4,8.7
2012-09-12,Sydney,11,21.3,3.8,10.2
2012-09-13,Sydney,14,24.7,5.6,2.7
2012-09-14,Sydney,7.9,18.5,3,11.3
2012-09-15,Sydney,9.2,20.1,5.2,10.7
2012-09-16,Sydney,10.5,21,3.2,10.3
2012-09-17,Sydney,14.2,20.9,5.4,6
2012-09-18,Sydney,12.4,20.6,3.6,7.7
2012-09-19,Sydney,11.1,22.9,3.8,11.1
2012-09-20,Sydney,12.1,20.5,6,9.4
2012-09-21,Sydney,13.8,22.2,4.4,4.6
2012-09-22,Sydney,12.4,22.7,4.8,10.9
2012-09-23,Sydney,11.2,23.8,4.4,11.1
2012-09-24,Sydney,13.5,24.4,8.2,11.2
2012-09-25,Sydney,12,19.1,3.2,3.8
2012-09-26,Sydney,14.6,20.7,4.2,8.3
2012-09-27,Sydney,14.1,22.8,6.8,6.7
2012-09-28,Sydney,18.9,33.2,6.4,6
2012-09-29,Sydney,17.3,22.8,9.2,0.01
2012-09-30,Sydney,9.9,22.4,8.4,11.5
2012-10-01,Sydney,9.8,19.9,6.8,9.8
2012-10-02,Sydney,12.7,20.3,5,10.6
2012-10-03,Sydney,11.2,27.8,5.8,11.3
2012-10-04,Sydney,14.5,32.2,7.2,11.4
2012-10-05,Sydney,20,34.2,10.8,10.3
2012-10-06,Sydney,15.6,18.3,7.6,0.01
2012-10-07,Sydney,12.7,20.6,3.2,11.2
2012-10-08,Sydney,13.6,18.2,7.8,5.9
2012-10-09,Sydney,12.1,19.6,3.8,9
2012-10-10,Sydney,11.1,25.7,5.2,11.3
2012-10-11,Sydney,13.5,19,6.8,3.6
2012-10-12,Sydney,8.5,16,2,4.3
2012-10-13,Sydney,8.6,20.1,4,11
2012-10-14,Sydney,12.4,19.5,4.8,8.8
2012-10-15,Sydney,11.4,23.9,6.4,11.6
2012-10-16,Sydney,15.4,34.1,7.2,9.6
2012-10-17,Sydney,20.3,21.8,11.4,11.7
2012-10-18,Sydney,16.6,21.5,7.4,8.2
2012-10-19,Sydney,15.9,25.6,6.6,9.8
2012-10-20,Sydney,16.6,33.8,6.8,11.8
2012-10-21,Sydney,14.9,27.4,5,5
2012-10-22,Sydney,15.1,18.7,6,6.6
2012-10-23,Sydney,11.8,19.5,2,10.1
2012-10-24,Sydney,11.7,23,6,11.6
2012-10-25,Sydney,13.8,25.6,8.2,10.5
2012-10-26,Sydney,16.9,21.2,9,3.3
2012-10-27,Sydney,13.1,21.3,5.4,12.2
2012-10-28,Sydney,15.3,19.8,9.2,5.3
2012-10-29,Sydney,12.1,21.7,3.6,9.4
2012-10-30,Sydney,14.1,23.1,7.2,9.8
2012-10-31,Sydney,15.7,27.8,7,12
2012-11-01,Sydney,16.8,33.3,8,5.2
2012-11-02,Sydney,16.1,21.9,10.8,12.2
2012-11-03,Sydney,13.7,18.5,5.6,0.01
2012-11-04,Sydney,14.8,22.9,2.6,9.3
2012-11-05,Sydney,17,25.1,5.2,10
2012-11-06,Sydney,19.6,25.4,9,8.9
2012-11-07,Sydney,19.8,24.2,8.6,0.01
2012-11-08,Sydney,19.9,27.3,3.8,8.4
2012-11-09,Sydney,18.5,27.1,4.2,9.8
2012-11-10,Sydney,16.6,20.9,7.4,7
2012-11-11,Sydney,13.1,21.4,9.6,12.7
2012-11-12,Sydney,13,23.7,6,11.3
2012-11-13,Sydney,16.9,23.9,9.8,9.9
2012-11-14,Sydney,15.9,20.7,8,0.3
2012-11-15,Sydney,16.2,24.7,4.2,7.2
2012-11-16,Sydney,17.2,18,5,0.01
2012-11-17,Sydney,15.1,21.3,2.4,7
2012-11-18,Sydney,15.3,23.1,6,12.2
2012-11-19,Sydney,12.8,21.1,8.4,6.9
2012-11-20,Sydney,15.8,23.2,7,7.6
2012-11-21,Sydney,13.4,24.5,5.2,10.6
2012-11-22,Sydney,17.1,20.7,9,0.3
2012-11-23,Sydney,15.7,22,5.4,5.2
2012-11-24,Sydney,16.4,25.4,5.2,10.8
2012-11-25,Sydney,18.5,31,7.8,12.7
2012-11-26,Sydney,20.7,27.2,9.4,2.9
2012-11-27,Sydney,19.8,24.1,4.4,1
2012-11-28,Sydney,18.4,24.5,3.2,0.01
2012-11-29,Sydney,19.9,27,2.4,8.3
2012-11-30,Sydney,21.3,29.5,7,6.7
2013-01-01,Sydney,20.2,26.2,11,10.9
2013-01-02,Sydney,20.3,22.9,7.4,0.9
2013-01-03,Sydney,18.4,24.8,5.6,12.4
2013-01-04,Sydney,18.3,26.6,9,13.1
2013-01-05,Sydney,20.9,28.3,9.6,12.7
2013-01-06,Sydney,21.6,28,11.6,13.1
2013-01-07,Sydney,21.4,27.5,8,9
2013-01-08,Sydney,20.9,42.3,9.8,8.7
2013-01-09,Sydney,21.1,25,18.4,6.1
2013-01-10,Sydney,20.2,25.4,8.4,1.4
2013-01-11,Sydney,21.2,29.6,6.2,10
2013-01-12,Sydney,23.5,31.2,9.6,1.5
2013-01-13,Sydney,20.7,23.8,6.2,0.01
2013-01-14,Sydney,17.1,23.7,2,9.4
2013-01-15,Sydney,16.8,24.9,9.8,10.8
2013-01-16,Sydney,19.1,27.2,6.6,11.4
2013-01-17,Sydney,21.4,29,8.2,12.1
2013-01-18,Sydney,21.7,45.8,9,8.4
2013-01-19,Sydney,21.5,24.8,12.6,2.3
2013-01-20,Sydney,20.2,24.3,5,0.01
2013-01-21,Sydney,20.7,26.6,4.2,5.3
2013-01-22,Sydney,20.9,29.6,7.4,7.3
2013-01-23,Sydney,20.7,25.7,6.2,2.3
2013-01-24,Sydney,20.4,29.8,7.2,10.5
2013-01-25,Sydney,21.6,29.2,4.6,12.8
2013-01-26,Sydney,23.7,28.2,11.4,8.3
2013-01-27,Sydney,20.1,22.7,8.2,0.01
2013-01-28,Sydney,20.5,23,2.2,0.01
2013-01-29,Sydney,19.3,26.2,0.01,4.5
2013-01-30,Sydney,19.8,26,5.6,8.5
2013-01-31,Sydney,21,27.8,5.6,12.2
2013-03-01,Sydney,16.5,20.1,6.8,0.01
2013-03-02,Sydney,17.9,23.1,6.2,0.1
2013-03-03,Sydney,17.7,25.5,4.8,6.8
2013-03-04,Sydney,19.5,26.1,6.6,9.6
2013-03-05,Sydney,20.5,26.8,6,9.1
2013-03-06,Sydney,20.2,27.3,7.4,7.6
2013-03-07,Sydney,18.6,27.1,7.4,11.4
2013-03-08,Sydney,20.3,26.8,7.8,6.1
2013-03-09,Sydney,21.2,27.2,6.8,6.6
2013-03-10,Sydney,19.6,28,7.4,9.8
2013-03-11,Sydney,20.7,27.4,7.8,9.3
2013-03-12,Sydney,20.4,26.4,6.4,7.9
2013-03-13,Sydney,18.3,28.3,5.4,11.1
2013-03-14,Sydney,20.8,24.3,7.8,1.3
2013-03-15,Sydney,19.7,25,2.6,2
2013-03-16,Sydney,20.1,28.7,4.2,10.7
2013-03-17,Sydney,18.7,24,6.8,10.8
2013-03-18,Sydney,13.9,23.8,8.6,10.2
2013-03-19,Sydney,14.3,24.7,6.4,10.7
2013-03-20,Sydney,16.1,24.8,5.4,9.9
2013-03-21,Sydney,18.5,26.3,6.6,8
2013-03-22,Sydney,21.1,31.8,6.8,4.4
2013-03-23,Sydney,21.6,27,8.4,8.5
2013-03-24,Sydney,20.6,28.4,4.8,10.5
2013-03-25,Sydney,17.9,30,7,11
2013-03-26,Sydney,20.6,26.9,4.4,4.3
2013-03-27,Sydney,20.8,27.7,5.4,10.8
2013-03-28,Sydney,21.5,33.5,7,7.3
2013-03-29,Sydney,16.7,22.3,8,8.3
2013-03-30,Sydney,14.8,23.6,5.2,10.6
2013-03-31,Sydney,17.9,25.4,5,7.3
2013-04-01,Sydney,17.4,24.3,6.6,5.8
2013-04-02,Sydney,16.3,26.2,3.8,10.9
2013-04-03,Sydney,17,18.6,6.6,0.01
2013-04-04,Sydney,15.7,20.9,5,0.4
2013-04-05,Sydney,15.6,23.6,0.8,4.3
2013-04-06,Sydney,15.6,20.6,3.6,1.6
2013-04-07,Sydney,14.2,22.7,2.4,7
2013-04-08,Sydney,14.6,24.2,3.4,8.3
2013-04-09,Sydney,15.6,22,2.4,3.6
2013-04-10,Sydney,14.4,24.1,2.2,10.4
2013-04-11,Sydney,15.2,25.3,4.6,10.8
2013-04-12,Sydney,15.6,26,4.4,10.3
2013-04-13,Sydney,15.7,25.4,4.8,10.7
2013-04-14,Sydney,16.1,27.7,5.4,10.6
2013-04-15,Sydney,17.4,27.9,5.8,5.7
2013-04-16,Sydney,16.9,22,3.2,4.4
2013-04-17,Sydney,14.2,23.6,4,7.7
2013-04-18,Sydney,15.4,24.5,2.6,9.1
2013-04-19,Sydney,13.3,20.2,4.6,10.5
2013-04-20,Sydney,12.2,19,0.01,1.2
2013-04-21,Sydney,10.9,22.2,2.8,9.7
2013-04-22,Sydney,13.9,24.7,2.6,8.1
2013-04-23,Sydney,12.7,25.3,3.6,10.4
2013-04-24,Sydney,12.3,23.8,3.6,10.8
2013-04-25,Sydney,12.5,23.2,4.8,10.1
2013-04-26,Sydney,14,27.2,3.4,10.7
2013-04-27,Sydney,14,26.3,4.4,9.5
2013-04-28,Sydney,14.4,28.7,4.6,10.1
2013-04-29,Sydney,15.9,26.5,6.2,9.3
2013-04-30,Sydney,18.4,22.7,2.8,4
2013-05-01,Sydney,16.9,25,1.2,7.4
2013-05-02,Sydney,14.4,20.3,5.6,7.4
2013-05-03,Sydney,11.1,22.9,3,10.2
2013-05-04,Sydney,14,26.4,4.4,6.2
2013-05-05,Sydney,12.7,20.1,6.4,9.1
2013-05-06,Sydney,10.8,20.1,3.4,8.2
2013-05-07,Sydney,11.7,21.5,3,8.8
2013-05-08,Sydney,12.4,21.6,3.4,5.3
2013-05-09,Sydney,12.1,23.2,1.8,10.2
2013-05-10,Sydney,12.5,23.5,3.6,10
2013-05-11,Sydney,13,22.1,2,4.3
2013-05-12,Sydney,14,22.1,3.6,7
2013-05-13,Sydney,13.7,22.8,2,1.8
2013-05-14,Sydney,14.2,21.3,2.4,6.9
2013-05-15,Sydney,9.2,20.6,2.8,9.8
2013-05-16,Sydney,13.6,20.6,5.4,8.3
2013-05-17,Sydney,12.2,19.6,4.6,10.1
2013-05-18,Sydney,11.1,20.6,3.8,10.1
2013-05-19,Sydney,9.8,20.2,3.6,9.1
2013-05-20,Sydney,10.1,20.7,4,8.5
2013-05-21,Sydney,10.1,22.5,4,9.1
2013-05-22,Sydney,9.4,16,2.2,1.3
2013-05-23,Sydney,10.6,17.4,5.2,0.7
2013-05-24,Sydney,12.7,20.6,2.4,5.8
2013-05-25,Sydney,10.6,21.3,3.8,9.4
2013-05-26,Sydney,9.5,21.3,1.8,10.1
2013-05-27,Sydney,10.6,20.2,3.2,7.1
2013-05-28,Sydney,11.6,19.3,1.2,3.2
2013-05-29,Sydney,11.3,21.1,2,4.9
2013-05-30,Sydney,11.7,21.4,2.6,5.7
2013-05-31,Sydney,11.8,24.9,1.6,9.1
2013-06-01,Sydney,13.9,21.2,4,3
2013-06-02,Sydney,14.4,15.8,3,1.8
2013-06-03,Sydney,9.9,19.5,4.6,9.7
2013-06-04,Sydney,10.3,21.1,3.6,9.3
2013-06-05,Sydney,10.5,19.3,3.4,2.3
2013-06-06,Sydney,11.7,20.1,1.6,2.3
2013-06-07,Sydney,14.9,22.2,2,1.8
2013-06-08,Sydney,13.5,19.2,3,1.5
2013-06-09,Sydney,11,18.9,7,6.9
2013-06-10,Sydney,10.5,21.5,1.4,3.9
2013-06-11,Sydney,10.5,19.6,0.2,8.5
2013-06-12,Sydney,10.4,16,2,1
2013-06-13,Sydney,10.6,20.9,0.6,8.6
2013-06-14,Sydney,11.7,20.1,3.6,7
2013-06-15,Sydney,13,17.6,4,5
2013-06-16,Sydney,9.7,19.1,3.2,9.5
2013-06-17,Sydney,8.5,17.7,3.8,3.8
2013-06-18,Sydney,8,19.2,1.6,8
2013-06-19,Sydney,8.7,16.1,3.2,0.01
2013-06-20,Sydney,8.7,16.6,2.8,7.2
2013-06-21,Sydney,8,17.3,2,8.1
2013-06-22,Sydney,7.7,13.5,2.4,0.01
2013-06-23,Sydney,7.6,13.9,0.4,0.2
2013-06-24,Sydney,9.6,13.8,0.2,0.1
2013-06-25,Sydney,10,16.7,2.4,0.2
2013-06-26,Sydney,10.5,19.8,1.4,4.3
2013-06-27,Sydney,12.8,18.8,3.4,2.4
2013-06-28,Sydney,12.9,16.1,2.8,0.01
2013-06-29,Sydney,12.7,14.2,3.2,0.01
2013-06-30,Sydney,11.3,17.1,2,2.2
